task_id,family,variant,condition,task_text,reference_text,source_python,opaque_mapping,semantic_step_count,validation_flags
rotate_right_one,rotation,3,procedural_prose,"Given a non-empty list, rotate it right by one position.","Define a procedure named rotate_right_one that receives x.
Set element to [x[-1]].
For each entry in x[:-1], do the following.
    Append entry to element.
Return element.","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element",null,5,pending_human_review
rotate_right_one,rotation,3,controlled_nl,"Given a non-empty list, rotate it right by one position.","PROCEDURE rotate_right_one INPUT x:
SET element TO [x[-1]].
FOR EACH entry IN x[:-1]:
    EXECUTE element.append(entry).
RETURN element","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element",null,5,pending_human_review
rotate_right_one,rotation,3,pseudocode,"Given a non-empty list, rotate it right by one position.","PROCEDURE rotate_right_one(x)
element <- [x[-1]]
FOR entry IN x[:-1]
    element.append(entry)
RETURN element","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element",null,5,pending_human_review
rotate_right_one,rotation,3,python_canonical,"Given a non-empty list, rotate it right by one position.","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element",null,5,pending_human_review
rotate_right_one,rotation,3,python_opaque,"Given a non-empty list, rotate it right by one position.","def zav0(mip0):
    tuk0 = [mip0[-1]]
    for qel0 in mip0[:-1]:
        tuk0.append(qel0)
    return tuk0","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element","{""rotate_right_one"": ""zav0"", ""x"": ""mip0"", ""element"": ""tuk0"", ""entry"": ""qel0""}",5,pending_human_review
reverse_string,reverse_sequence,1,nl_exp7_anchor,"Given a string, create a new string containing the same characters in reverse order.",Start with an empty result string. Examine the input from the last position to the first and append each character to the result. Return the result.,"def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result",null,0,pending_human_review
reverse_string,reverse_sequence,1,procedural_prose,"Given a string, create a new string containing the same characters in reverse order.","Define a procedure named reverse_string that receives text.
Set result to ''.
For each index in range((len(text) - 1), -1, -1), do the following.
    Increase result by text[index].
Return result.","def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result",null,5,pending_human_review
reverse_string,reverse_sequence,1,controlled_nl,"Given a string, create a new string containing the same characters in reverse order.","PROCEDURE reverse_string INPUT text:
SET result TO ''.
FOR EACH index IN range((len(text) - 1), -1, -1):
    UPDATE result USING + text[index].
RETURN result","def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result",null,5,pending_human_review
reverse_string,reverse_sequence,1,pseudocode,"Given a string, create a new string containing the same characters in reverse order.","PROCEDURE reverse_string(text)
result <- ''
FOR index IN range((len(text) - 1), -1, -1)
    result <- result + text[index]
RETURN result","def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result",null,5,pending_human_review
reverse_string,reverse_sequence,1,python_canonical,"Given a string, create a new string containing the same characters in reverse order.","def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result","def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result",null,5,pending_human_review
reverse_string,reverse_sequence,1,python_opaque,"Given a string, create a new string containing the same characters in reverse order.","def zav0(mip0):
    tuk0 = """"
    for qel0 in range(len(mip0) - 1, -1, -1):
        tuk0 += mip0[qel0]
    return tuk0","def reverse_string(text):
    result = """"
    for index in range(len(text) - 1, -1, -1):
        result += text[index]
    return result","{""reverse_string"": ""zav0"", ""text"": ""mip0"", ""result"": ""tuk0"", ""index"": ""qel0""}",5,pending_human_review
reverse_string,reverse_sequence,2,nl_exp7_anchor,"Given a string, create a new string containing the same characters in reverse order.",Begin with an empty result string. Inspect the input from the last position to the first and add each character to the result. Output the result.,"def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value",null,0,pending_human_review
reverse_string,reverse_sequence,2,procedural_prose,"Given a string, create a new string containing the same characters in reverse order.","Define a procedure named reverse_string that receives current.
Set value to ''.
For each item in range((len(current) - 1), -1, -1), do the following.
    Increase value by current[item].
Return value.","def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value",null,5,pending_human_review
reverse_string,reverse_sequence,2,controlled_nl,"Given a string, create a new string containing the same characters in reverse order.","PROCEDURE reverse_string INPUT current:
SET value TO ''.
FOR EACH item IN range((len(current) - 1), -1, -1):
    UPDATE value USING + current[item].
RETURN value","def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value",null,5,pending_human_review
reverse_string,reverse_sequence,2,pseudocode,"Given a string, create a new string containing the same characters in reverse order.","PROCEDURE reverse_string(current)
value <- ''
FOR item IN range((len(current) - 1), -1, -1)
    value <- value + current[item]
RETURN value","def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value",null,5,pending_human_review
reverse_string,reverse_sequence,2,python_canonical,"Given a string, create a new string containing the same characters in reverse order.","def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value","def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value",null,5,pending_human_review
reverse_string,reverse_sequence,2,python_opaque,"Given a string, create a new string containing the same characters in reverse order.","def zav0(mip0):
    tuk0 = """"
    for qel0 in range(len(mip0) - 1, -1, -1):
        tuk0 += mip0[qel0]
    return tuk0","def reverse_string(current):
    value = """"
    for item in range(len(current) - 1, -1, -1):
        value += current[item]
    return value","{""reverse_string"": ""zav0"", ""current"": ""mip0"", ""value"": ""tuk0"", ""item"": ""qel0""}",5,pending_human_review
reverse_string,reverse_sequence,3,nl_exp7_anchor,"Given a string, create a new string containing the same characters in reverse order.",Initialize with an empty result string. Process the input from the last position to the first and append each character to the result. Produce the result.,"def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry",null,0,pending_human_review
reverse_string,reverse_sequence,3,procedural_prose,"Given a string, create a new string containing the same characters in reverse order.","Define a procedure named reverse_string that receives x.
Set entry to ''.
For each element in range((len(x) - 1), -1, -1), do the following.
    Increase entry by x[element].
Return entry.","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry",null,5,pending_human_review
reverse_string,reverse_sequence,3,controlled_nl,"Given a string, create a new string containing the same characters in reverse order.","PROCEDURE reverse_string INPUT x:
SET entry TO ''.
FOR EACH element IN range((len(x) - 1), -1, -1):
    UPDATE entry USING + x[element].
RETURN entry","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry",null,5,pending_human_review
reverse_string,reverse_sequence,3,pseudocode,"Given a string, create a new string containing the same characters in reverse order.","PROCEDURE reverse_string(x)
entry <- ''
FOR element IN range((len(x) - 1), -1, -1)
    entry <- entry + x[element]
RETURN entry","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry",null,5,pending_human_review
reverse_string,reverse_sequence,3,python_canonical,"Given a string, create a new string containing the same characters in reverse order.","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry",null,5,pending_human_review
reverse_string,reverse_sequence,3,python_opaque,"Given a string, create a new string containing the same characters in reverse order.","def zav0(mip0):
    tuk0 = """"
    for qel0 in range(len(mip0) - 1, -1, -1):
        tuk0 += mip0[qel0]
    return tuk0","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry","{""reverse_string"": ""zav0"", ""x"": ""mip0"", ""entry"": ""tuk0"", ""element"": ""qel0""}",5,pending_human_review
matrix_find_position,matrix_search,1,nl_exp7_anchor,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Scan rows from top to bottom and columns from left to right. When a value equals the target, return its row and column indices. If no match exists, return minus one for both indices.","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1",null,0,pending_human_review
matrix_find_position,matrix_search,1,procedural_prose,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Define a procedure named matrix_find_position that receives matrix and target.
For each row in range(len(matrix)), do the following.
    For each col in range(len(matrix[row])), do the following.
        If matrix[row][col] equals target, do the following.
            Return (row, col).
Return (-1, -1).","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,1,controlled_nl,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position INPUT matrix, target:
FOR EACH row IN range(len(matrix)):
    FOR EACH col IN range(len(matrix[row])):
        IF matrix[row][col] = target:
            RETURN (row, col)
RETURN (-1, -1)","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,1,pseudocode,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position(matrix, target)
FOR row IN range(len(matrix))
    FOR col IN range(len(matrix[row]))
        IF matrix[row][col] = target
            RETURN (row, col)
RETURN (-1, -1)","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,1,python_canonical,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,1,python_opaque,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def zav0(mip0, tuk0):
    for qel0 in range(len(mip0)):
        for vor0 in range(len(mip0[qel0])):
            if mip0[qel0][vor0] == tuk0:
                return qel0, vor0
    return -1, -1","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1","{""matrix_find_position"": ""zav0"", ""matrix"": ""mip0"", ""target"": ""tuk0"", ""row"": ""qel0"", ""col"": ""vor0""}",6,pending_human_review
matrix_find_position,matrix_search,2,nl_exp7_anchor,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Scan rows from top to bottom and columns from left to right. If a value equals the target, output its row and column indices. If no match exists, output minus one for both indices.","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1",null,0,pending_human_review
matrix_find_position,matrix_search,2,procedural_prose,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Define a procedure named matrix_find_position that receives value and output.
For each current in range(len(value)), do the following.
    For each item in range(len(value[current])), do the following.
        If value[current][item] equals output, do the following.
            Return (current, item).
Return (-1, -1).","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,2,controlled_nl,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position INPUT value, output:
FOR EACH current IN range(len(value)):
    FOR EACH item IN range(len(value[current])):
        IF value[current][item] = output:
            RETURN (current, item)
RETURN (-1, -1)","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,2,pseudocode,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position(value, output)
FOR current IN range(len(value))
    FOR item IN range(len(value[current]))
        IF value[current][item] = output
            RETURN (current, item)
RETURN (-1, -1)","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,2,python_canonical,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,2,python_opaque,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def zav0(mip0, tuk0):
    for qel0 in range(len(mip0)):
        for vor0 in range(len(mip0[qel0])):
            if mip0[qel0][vor0] == tuk0:
                return qel0, vor0
    return -1, -1","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1","{""matrix_find_position"": ""zav0"", ""value"": ""mip0"", ""output"": ""tuk0"", ""current"": ""qel0"", ""item"": ""vor0""}",6,pending_human_review
matrix_find_position,matrix_search,3,nl_exp7_anchor,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Scan rows from top to bottom and columns from left to right. Whenever a value equals the target, return its row and column indices. If no match exists, return minus one for both indices.","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1",null,0,pending_human_review
matrix_find_position,matrix_search,3,procedural_prose,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Define a procedure named matrix_find_position that receives entry and result.
For each x in range(len(entry)), do the following.
    For each element in range(len(entry[x])), do the following.
        If entry[x][element] equals result, do the following.
            Return (x, element).
Return (-1, -1).","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,3,controlled_nl,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position INPUT entry, result:
FOR EACH x IN range(len(entry)):
    FOR EACH element IN range(len(entry[x])):
        IF entry[x][element] = result:
            RETURN (x, element)
RETURN (-1, -1)","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,3,pseudocode,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position(entry, result)
FOR x IN range(len(entry))
    FOR element IN range(len(entry[x]))
        IF entry[x][element] = result
            RETURN (x, element)
RETURN (-1, -1)","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,3,python_canonical,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1",null,6,pending_human_review
matrix_find_position,matrix_search,3,python_opaque,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def zav0(mip0, tuk0):
    for qel0 in range(len(mip0)):
        for vor0 in range(len(mip0[qel0])):
            if mip0[qel0][vor0] == tuk0:
                return qel0, vor0
    return -1, -1","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1","{""matrix_find_position"": ""zav0"", ""entry"": ""mip0"", ""result"": ""tuk0"", ""x"": ""qel0"", ""element"": ""vor0""}",6,pending_human_review
binary_search_exact,binary_search,1,nl_exp7_anchor,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Return minus one if the range becomes empty.","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1",null,0,pending_human_review
binary_search_exact,binary_search,1,procedural_prose,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Define a procedure named binary_search_exact that receives values and target.
Set low to 0.
Set high to (len(values) - 1).
While low is at most high, do the following.
    Set middle to ((low + high) // 2).
    If values[middle] equals target, do the following.
        Return middle.
    If values[middle] is less than target, do the following.
        Set low to (middle + 1).
    Otherwise, do the following.
        Set high to (middle - 1).
Return -1.","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,1,controlled_nl,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","PROCEDURE binary_search_exact INPUT values, target:
SET low TO 0.
SET high TO (len(values) - 1).
WHILE low <= high:
    SET middle TO ((low + high) // 2).
    IF values[middle] = target:
        RETURN middle
    IF values[middle] < target:
        SET low TO (middle + 1).
    ELSE
        SET high TO (middle - 1).
RETURN -1","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,1,pseudocode,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","PROCEDURE binary_search_exact(values, target)
low <- 0
high <- (len(values) - 1)
WHILE low <= high
    middle <- ((low + high) // 2)
    IF values[middle] = target
        RETURN middle
    IF values[middle] < target
        low <- (middle + 1)
    ELSE
        high <- (middle - 1)
RETURN -1","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,1,python_canonical,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,1,python_opaque,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def zav0(mip0, tuk0):
    qel0 = 0
    vor0 = len(mip0) - 1
    while qel0 <= vor0:
        nex0 = (qel0 + vor0) // 2
        if mip0[nex0] == tuk0:
            return nex0
        if mip0[nex0] < tuk0:
            qel0 = nex0 + 1
        else:
            vor0 = nex0 - 1
    return -1","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1","{""binary_search_exact"": ""zav0"", ""values"": ""mip0"", ""target"": ""tuk0"", ""low"": ""qel0"", ""high"": ""vor0"", ""middle"": ""nex0""}",11,pending_human_review
binary_search_exact,binary_search,2,nl_exp7_anchor,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Output minus one if the range becomes empty.","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1",null,0,pending_human_review
binary_search_exact,binary_search,2,procedural_prose,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Define a procedure named binary_search_exact that receives counter and output.
Set value to 0.
Set item to (len(counter) - 1).
While value is at most item, do the following.
    Set current to ((value + item) // 2).
    If counter[current] equals output, do the following.
        Return current.
    If counter[current] is less than output, do the following.
        Set value to (current + 1).
    Otherwise, do the following.
        Set item to (current - 1).
Return -1.","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,2,controlled_nl,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","PROCEDURE binary_search_exact INPUT counter, output:
SET value TO 0.
SET item TO (len(counter) - 1).
WHILE value <= item:
    SET current TO ((value + item) // 2).
    IF counter[current] = output:
        RETURN current
    IF counter[current] < output:
        SET value TO (current + 1).
    ELSE
        SET item TO (current - 1).
RETURN -1","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,2,pseudocode,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","PROCEDURE binary_search_exact(counter, output)
value <- 0
item <- (len(counter) - 1)
WHILE value <= item
    current <- ((value + item) // 2)
    IF counter[current] = output
        RETURN current
    IF counter[current] < output
        value <- (current + 1)
    ELSE
        item <- (current - 1)
RETURN -1","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,2,python_canonical,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,2,python_opaque,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def zav0(mip0, tuk0):
    qel0 = 0
    vor0 = len(mip0) - 1
    while qel0 <= vor0:
        nex0 = (qel0 + vor0) // 2
        if mip0[nex0] == tuk0:
            return nex0
        if mip0[nex0] < tuk0:
            qel0 = nex0 + 1
        else:
            vor0 = nex0 - 1
    return -1","def binary_search_exact(counter, output):
    value = 0
    item = len(counter) - 1
    while value <= item:
        current = (value + item) // 2
        if counter[current] == output:
            return current
        if counter[current] < output:
            value = current + 1
        else:
            item = current - 1
    return -1","{""binary_search_exact"": ""zav0"", ""counter"": ""mip0"", ""output"": ""tuk0"", ""value"": ""qel0"", ""item"": ""vor0"", ""current"": ""nex0""}",11,pending_human_review
binary_search_exact,binary_search,3,nl_exp7_anchor,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Produce minus one if the range becomes empty.","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1",null,0,pending_human_review
binary_search_exact,binary_search,3,procedural_prose,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Define a procedure named binary_search_exact that receives n_count and result.
Set entry to 0.
Set element to (len(n_count) - 1).
While entry is at most element, do the following.
    Set x to ((entry + element) // 2).
    If n_count[x] equals result, do the following.
        Return x.
    If n_count[x] is less than result, do the following.
        Set entry to (x + 1).
    Otherwise, do the following.
        Set element to (x - 1).
Return -1.","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,3,controlled_nl,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","PROCEDURE binary_search_exact INPUT n_count, result:
SET entry TO 0.
SET element TO (len(n_count) - 1).
WHILE entry <= element:
    SET x TO ((entry + element) // 2).
    IF n_count[x] = result:
        RETURN x
    IF n_count[x] < result:
        SET entry TO (x + 1).
    ELSE
        SET element TO (x - 1).
RETURN -1","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,3,pseudocode,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","PROCEDURE binary_search_exact(n_count, result)
entry <- 0
element <- (len(n_count) - 1)
WHILE entry <= element
    x <- ((entry + element) // 2)
    IF n_count[x] = result
        RETURN x
    IF n_count[x] < result
        entry <- (x + 1)
    ELSE
        element <- (x - 1)
RETURN -1","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,3,python_canonical,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1",null,11,pending_human_review
binary_search_exact,binary_search,3,python_opaque,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def zav0(mip0, tuk0):
    qel0 = 0
    vor0 = len(mip0) - 1
    while qel0 <= vor0:
        nex0 = (qel0 + vor0) // 2
        if mip0[nex0] == tuk0:
            return nex0
        if mip0[nex0] < tuk0:
            qel0 = nex0 + 1
        else:
            vor0 = nex0 - 1
    return -1","def binary_search_exact(n_count, result):
    entry = 0
    element = len(n_count) - 1
    while entry <= element:
        x = (entry + element) // 2
        if n_count[x] == result:
            return x
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x - 1
    return -1","{""binary_search_exact"": ""zav0"", ""n_count"": ""mip0"", ""result"": ""tuk0"", ""entry"": ""qel0"", ""element"": ""vor0"", ""x"": ""nex0""}",11,pending_human_review
