trajectory_id,task_id,family,representation,variant,task_text,reference_solution,base_token_count,token_count,analysis_token_count,special_token_events,special_token_fraction,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_full,median_entropy_full,std_entropy_full,cumulative_entropy_full,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_full,reference_in_top20_fraction,mean_reference_surprisal
most_frequent__nl__v3,most_frequent,mode_selection,nl,3,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.",Initialize occurrence counts. Then scan the original list while tracking the best value and highest count seen. Replace the best only when a strictly higher count is found. Produce the best value.,27,36,35,0,0.0,True,0.9130578965480839,0.7496944069862366,0.7094359505403,31.957026379182935,1.0197343305817672,0.8243801593780518,0.876714891616438,35.69070157036185,0.7085436654942376,0.7616862058639526,0.9841021980558123,0.3142857142857143,0.11428571428571428,4,2,0.702921067857567,0.8536527956671575,0.8571428571428571,3.1027969641078794
flatten_lists__nl__v2,flatten_lists,flatten_one_level,nl,2,"Given a list of lists, flatten exactly one level into a single list.","Build an empty result list. Inspect each inner list in order, then add each of its values to the result. Output the result.",19,28,27,0,0.0,True,0.38130314766938145,0.24616000056266785,0.42014108134329026,10.295184987073299,0.3873731988370074,0.24708329141139984,0.4296231178578352,10.459076368599199,0.8745792717845352,0.9518643617630005,0.9993417903229043,0.7037037037037037,0.3333333333333333,4,3,0.47092231983193555,0.4829588465195579,0.9259259259259259,3.369125583510915
rotate_matrix_clockwise__python__v1,rotate_matrix_clockwise,matrix_transform,python,1,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","def rotate_matrix_clockwise(matrix):
    result = []
    size = len(matrix)
    for col in range(size):
        new_row = []
        for row in range(size - 1, -1, -1):
            new_row.append(matrix[row][col])
        result.append(new_row)
    return result",20,63,62,0,0.0,True,0.13691175127052882,0.00700463424436748,0.29986169494482307,8.488528578772787,0.1396759307854883,0.007095750188454986,0.30563860429884765,8.659907708700274,0.9541752732569172,0.9992357492446899,0.9997585079362316,0.8870967741935484,0.7419354838709677,27,26,0.21456396799030364,0.21741007642261037,1.0,0.5142668110462157
integer_to_binary__nl__v2,integer_to_binary,base_conversion,nl,2,"Given a positive integer, return its binary representation as a string without a prefix.","Begin with an empty digit list. Repeatedly add the remainder after division by two and divide the number by two. Reverse the collected digits, join them, and output the string.",20,37,36,0,0.0,True,0.642603992383455,0.48945707082748413,0.5616090657028662,23.13374372580438,0.6718513827925361,0.4933774620294571,0.6043757175240732,24.186649780531297,0.7854189789957471,0.8495912253856659,0.996635667151875,0.4166666666666667,0.19444444444444445,4,2,0.6156346796338247,0.6598729428369552,0.9722222222222222,2.418120180772045
count_above__nl__v3,count_above,threshold_count,nl,3,"Given a list of numbers and a threshold, count the values greater than the threshold.","Initialize a counter at zero. Process every value. For any case in which the current value is greater than the threshold, increase the counter by one. Produce the counter.",21,34,33,0,0.0,True,0.34287169840819953,0.22274848818778992,0.3652922619973921,11.314766047470584,0.3471603483897001,0.22407594323158264,0.37250700542845944,11.456291496860104,0.881769308538148,0.9491750001907349,0.9996209794824774,0.6363636363636364,0.30303030303030304,4,4,0.4225680327104442,0.4289718897859416,0.9090909090909091,2.516854209240673
bubble_sort_descending__nl__v2,bubble_sort_descending,bubble_sort,nl,2,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is less than the right value. After enough passes, output the copy.",24,33,32,0,0.0,True,0.590986426524978,0.3475772887468338,0.5633107965418321,18.911565648799296,0.6221640151852625,0.3539007008075714,0.6080041965356945,19.9092484859284,0.8013239055871964,0.9106982052326202,0.9963429383933544,0.5,0.28125,4,3,0.6749059533016877,0.7196972607634962,0.875,2.7894817617956846
gcd_list__python__v2,gcd_list,gcd_family,python,2,"Given a non-empty list of nonnegative integers, compute the greatest common divisor of all values.","def gcd_list(counter):
    current = counter[0]
    for output in counter[1:]:
        item = current
        value = output
        while value != 0:
            item, value = value, item % value
        current = item
    return current",23,56,55,0,0.0,True,0.16659077680140563,0.0054678102023899555,0.31777225879916926,9.16249272407731,0.169837210216197,0.006101183593273163,0.3269568493977426,9.341046561890835,0.9457702625881542,0.9994227886199951,0.9996650403196161,0.8545454545454545,0.6909090909090909,17,17,0.2360619247645243,0.24016159559835581,0.9272727272727272,1.820153411038204
count_even_digits__nl__v1,count_even_digits,digit_count,nl,1,"Given a positive integer, count how many of its decimal digits are even.","Start a counter at zero. While the number is positive, inspect the last digit, increase the counter if it is even, then remove the digit using integer division by ten. Return the counter.",19,39,38,0,0.0,True,0.29823177529138584,0.06605186313390732,0.40826816993089843,11.332807461072662,0.30026526221545763,0.06622343882918358,0.4117646237865653,11.41007996418739,0.8859451515109915,0.9883271157741547,0.9998262414806768,0.6842105263157895,0.47368421052631576,10,4,0.39649606927559944,0.40008152739510233,1.0,2.6618828591425356
binary_to_integer__python__v2,binary_to_integer,base_conversion,python,2,"Given a string of binary digits, convert it to a nonnegative integer.","def binary_to_integer(current):
    value = 0
    for item in current:
        value = value * 2 + int(item)
    return value",19,32,31,0,0.0,True,0.24137092804818577,0.010625181719660759,0.4110660745764817,7.482498769493759,0.24398842045220884,0.010649860836565495,0.4154184785195637,7.563641034018474,0.9079652707422933,0.9987995028495789,0.9997562208483296,0.7419354838709677,0.6774193548387096,10,9,0.2919185680149288,0.29412595313945833,0.9354838709677419,1.2282421358077997
clamp_values__python__v3,clamp_values,bounded_numeric_transform,python,3,"Given a list of numbers and lower and upper bounds, clamp each value into the inclusive interval.","def clamp_values(n_count, element, x):
    entry = []
    for result in n_count:
        if result < element:
            entry.append(element)
        elif result > x:
            entry.append(x)
        else:
            entry.append(result)
    return entry",23,54,53,0,0.0,True,0.3368995142215149,0.027141649276018143,0.5259424118724144,17.85567425374029,0.353304537508556,0.02763753943145275,0.5518543148965286,18.725140487953468,0.8839535319580222,0.9960619211196899,0.9982595848587325,0.7169811320754716,0.5849056603773585,27,17,0.43221117720783625,0.4558374979867669,0.9245283018867925,1.99299427280092
most_frequent__nl__v1,most_frequent,mode_selection,nl,1,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.",Build occurrence counts. Then scan the original list while tracking the best value and highest count seen. Replace the best only when a strictly higher count is found. Return the best value.,27,36,35,0,0.0,True,0.8554684120895607,0.7021639943122864,0.7383827594784976,29.941394423134625,0.9399175364524126,0.7032203078269958,0.865753826085589,32.89711377583444,0.7039980151823588,0.8070789575576782,0.9875003508159093,0.37142857142857144,0.08571428571428572,4,1,0.7796504034605973,0.8630842129316401,0.9142857142857143,2.896598703041673
gcd_two__nl__v1,gcd_two,gcd_family,nl,1,"Given two nonnegative integers, compute their greatest common divisor using the Euclidean algorithm.","While the second value is not zero, replace the pair with the second value and the remainder of the first divided by the second. Return the first value when the second becomes zero.",21,36,35,0,0.0,True,0.24717092685498626,0.05158350616693497,0.3571351347135739,8.650982439924519,0.2553475341315269,0.05169527977705002,0.3845990615918519,8.937163694603441,0.9184932146753584,0.9925515651702881,0.9989972114562988,0.7428571428571429,0.5428571428571428,7,7,0.3392002048854813,0.3534442478137541,1.0,1.6986995595929784
partition_by_sign__nl__v3,partition_by_sign,partition,nl,3,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.",Initialize an empty negative list and an empty nonnegative list. Process each number and append it to the appropriate list according to its sign. Produce both lists.,30,31,30,0,0.0,True,0.3825949828858332,0.3284485191106796,0.4106517322980386,11.477849486574996,0.395822891156422,0.33310018479824066,0.43050466277111027,11.87468673469266,0.8754471441109976,0.9259178340435028,0.9987653911113739,0.5333333333333333,0.43333333333333335,4,4,0.48496302735494,0.5067831582333572,0.9666666666666667,2.1913859203445707
first_even_index__python__v2,first_even_index,first_match_index,python,2,"Given a list of integers, return the index of the first even value, or minus one if none exists.","def first_even_index(current):
    for item, value in enumerate(current):
        if value % 2 == 0:
            return item
    return -1",26,33,32,0,0.0,True,0.10613932266710435,0.005149506032466888,0.26224947288222905,3.3964583253473393,0.10821926280857497,0.005216665333136916,0.26992138160924656,3.463016409874399,0.9746665544807911,0.9994650781154633,0.9997893646359444,0.9375,0.78125,28,22,0.15153785995484684,0.15530421549837845,0.96875,1.5737859866082964
is_nondecreasing__python__v2,is_nondecreasing,monotonicity,python,2,"Given a list of numbers, determine whether it is in nondecreasing order.","def is_nondecreasing(value):
    for item in range(1, len(value)):
        if value[item - 1] > value[item]:
            return False
    return True",20,37,36,0,0.0,True,0.09451693512465277,0.0029760063625872135,0.1874073921814661,3.4026096644874997,0.095092708361613,0.003018483752384782,0.18797382183251232,3.423337501018068,0.9682140019204881,0.9997200965881348,0.999955352809694,0.9166666666666666,0.75,24,14,0.12897535651765274,0.12965024565663563,0.9444444444444444,1.024819795967061
running_product__nl__v3,running_product,cumulative_scan,nl,3,"Given a list of numbers, produce the running product after each position.",Initialize a product at one and create an empty result list. Process the numbers in order. Multiply the product by each value and append the updated product to the result. Produce the result.,18,37,36,0,0.0,True,0.5837042851683995,0.5570055544376373,0.45593715356387743,21.01335426606238,0.6027597515947289,0.5792323648929596,0.4907190061827249,21.69935105741024,0.7842457112338808,0.8620638251304626,0.9977403730154037,0.3611111111111111,0.16666666666666666,4,3,0.4704447208770684,0.4943082979747227,0.9166666666666666,2.460944536146902
count_digits__python__v1,count_digits,digit_count,python,1,"Given a positive integer, count its decimal digits.","def count_digits(number):
    count = 0
    while number > 0:
        number //= 10
        count += 1
    return count",14,34,33,0,0.0,True,0.10992641614867546,0.004231309052556753,0.2756250928955016,3.62757173290629,0.11024461386189917,0.004255970939993858,0.27642247266542236,3.6380722574426727,0.9672711888949076,0.9995322823524475,0.999975531390219,0.9090909090909091,0.7878787878787878,15,7,0.19855315354288905,0.19902255822879056,1.0,0.3719816320922524
matrix_contains__nl__v2,matrix_contains,matrix_search,nl,2,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.",Inspect every row and every value within each row. Output true as soon as a value equals the target. Output false if the whole matrix is scanned without a match.,22,33,32,0,0.0,True,0.5577809475397544,0.4432287663221359,0.5308993675795539,17.84899032127214,0.5735596422491653,0.4471006542444229,0.5555836557913154,18.35390855197329,0.8048621062189341,0.885367214679718,0.9982666186988354,0.46875,0.25,4,2,0.6438980506239703,0.6669848439839459,0.96875,2.7952970213972606
insertion_sort_descending__python__v1,insertion_sort_descending,insertion_sort,python,1,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","def insertion_sort_descending(values):
    result = values[:]
    for index in range(1, len(result)):
        current = result[index]
        position = index - 1
        while position >= 0 and result[position] < current:
            result[position + 1] = result[position]
            position -= 1
        result[position + 1] = current
    return result",24,80,79,0,0.0,True,0.08207500721193321,0.0011973080690950155,0.23542122522770742,6.483925569742723,0.08241143468149956,0.0012244414538145065,0.23699084619610872,6.510503339838465,0.969409866046302,0.9998925924301147,0.9999704293057888,0.9367088607594937,0.8354430379746836,41,35,0.12267900926460348,0.1232326934922791,0.9873417721518988,0.7630816630024787
is_strictly_increasing__nl__v1,is_strictly_increasing,monotonicity,nl,1,"Given a list of numbers, determine whether it is strictly increasing.","Examine each adjacent pair from left to right. If an earlier value is greater than or equal to the following value, return false. Return true if every pair increases.",17,34,33,0,0.0,True,0.3441246592897876,0.2331695407629013,0.31313192167427945,11.35611375656299,0.3487801159497008,0.24887163937091827,0.3164121558245659,11.509743826340127,0.8843056902740941,0.9542617201805115,0.9996380029302655,0.6060606060606061,0.2727272727272727,8,2,0.36722333765510484,0.3689870844577854,1.0,2.504541422766124
count_words__python__v3,count_words,word_count,python,3,"Given a string containing words separated by whitespace, count the words.","def count_words(element):
    entry = element.split()
    return len(entry)",17,16,15,0,0.0,True,0.23983400255286444,0.11541629582643509,0.2944487910210687,3.597510038292967,0.2510695238675301,0.12070168554782867,0.30867601239236897,3.766042858012952,0.9463124910990397,0.9776529669761658,0.9990070303281148,0.8,0.4,5,2,0.38362692850309293,0.3989774856683133,0.8666666666666667,2.8356089074741857
fibonacci_first_n__python__v1,fibonacci_first_n,fibonacci,python,1,"Given a nonnegative integer n, return the first n Fibonacci values starting with zero and one.","def fibonacci_first_n(n):
    a = 0
    b = 1
    result = []
    for _ in range(n):
        result.append(a)
        a, b = b, a + b
    return result",23,48,47,0,0.0,True,0.13772673634980975,0.004281220957636833,0.31443665244888236,6.473156608441059,0.14114604980247175,0.004385411739349365,0.3254542005636799,6.633864340716173,0.9526297741747917,0.9995909333229065,0.9996305615343946,0.8936170212765957,0.7659574468085106,24,17,0.20217250241963167,0.2083598965447258,0.9787234042553191,0.5619457090139992
dedupe_first__nl__v2,dedupe_first,deduplication,nl,2,"Given a list, remove duplicate values while keeping the first occurrence of each value.","Begin with an empty result list. Inspect the input values in order. When the current value is not already in the result, add it. Output the result after the scan.",20,36,35,0,0.0,True,0.5687626602776747,0.46469980478286743,0.48764650898828005,19.906693109718617,0.5839296255585006,0.46647006273269653,0.507398206546716,20.43753689454752,0.8105759918689728,0.8730234503746033,0.9984104599271502,0.4,0.22857142857142856,5,2,0.5501551350119852,0.5701410030716729,0.9428571428571428,2.6623504895920114
count_primes_up_to__python__v3,count_primes_up_to,primality,python,3,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",21,85,84,0,0.0,True,0.18465557289399234,0.031117782928049564,0.3884066811993951,15.511068123095356,0.20653398441678356,0.03168477863073349,0.4456814555792321,17.34885469100982,0.9432887644285247,0.9955832958221436,0.9977496287652424,0.8928571428571429,0.5952380952380952,42,7,0.27809191226809066,0.3056099310040802,0.9285714285714286,1.290270225947216
linear_last_index__nl__v1,linear_last_index,linear_search,nl,1,"Given a list and a target, return the index of the last target occurrence or minus one if absent.","Start a saved index at minus one. Examine the list from left to right. Whenever a value equals the target, replace the saved index with the current index. Return the saved index after the scan.",25,41,40,0,0.0,True,0.5563875883002766,0.3488852381706238,0.558267397856688,22.255503532011062,0.5823594815898104,0.35171324014663696,0.5926524962526604,23.29437926359242,0.7899398013949395,0.929230123758316,0.9972335800528527,0.525,0.375,8,7,0.5352231272472403,0.5728628961160445,0.95,2.034329966012865
count_even_digits__python__v2,count_even_digits,digit_count,python,2,"Given a positive integer, count how many of its decimal digits are even.","def count_even_digits(current):
    item = 0
    while current > 0:
        value = current % 10
        if value % 2 == 0:
            item += 1
        current //= 10
    return item",19,54,53,0,0.0,True,0.11003778533286888,0.005920555908232927,0.2929531011058809,5.832002622642051,0.11163474339944433,0.006037810817360878,0.2962860319732267,5.916641400170549,0.9637769888032157,0.9993991851806641,0.999868428932046,0.8867924528301887,0.8490566037735849,20,12,0.20195287165030715,0.20380661144276604,0.9433962264150944,1.073826306317747
count_vowels__nl__v3,count_vowels,char_count,nl,3,"Given a lowercase string, count how many characters are vowels.","Initialize a counter at zero. Process each character. For any case in which it is one of a, e, i, o, or u, increase the counter by one. Produce the counter.",16,40,39,0,0.0,True,0.4036013001361705,0.27150678634643555,0.4070536783826601,15.74045070531065,0.4077999197192511,0.29110807180404663,0.41105009660418657,15.904196869050793,0.8475951659373748,0.938092052936554,0.9996531559870794,0.5384615384615384,0.3333333333333333,9,9,0.34647186945738595,0.35231318220068814,0.9230769230769231,2.3033285654512383
reverse_string__python__v3,reverse_string,reverse_sequence,python,3,"Given a string, create a new string containing the same characters in reverse order.","def reverse_string(x):
    entry = """"
    for element in range(len(x) - 1, -1, -1):
        entry += x[element]
    return entry",20,36,35,0,0.0,True,0.18162366609445338,0.014962518587708473,0.3602358522723778,6.3568283133058685,0.18800474540303835,0.015597200952470303,0.3727380942248092,6.580166089106342,0.9469432932989937,0.9980491399765015,0.9993990761893136,0.8285714285714286,0.6857142857142857,17,17,0.3286095464487677,0.33558782529798115,0.9428571428571428,1.3789565851654384
ordered_intersection__python__v2,ordered_intersection,ordered_intersection,python,2,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","def ordered_intersection(item, current):
    value = []
    for output in item:
        if output in current:
            value.append(output)
    return value",31,31,30,0,0.0,True,0.27590797399752776,0.025863892398774624,0.4942667799788499,8.277239219925832,0.2930116339518766,0.02765505574643612,0.5281615534181008,8.790349018556299,0.9158052573601405,0.996564507484436,0.9981523394584656,0.7666666666666667,0.6,17,12,0.38591087923048,0.41614653425620357,0.8333333333333334,2.6844238654147676
count_primes_up_to__python__v1,count_primes_up_to,primality,python,1,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count",21,82,81,0,0.0,True,0.07201596036505482,0.006854831241071224,0.21300909294032933,5.833292789569441,0.0728089964018434,0.006884762551635504,0.21547337425907445,5.897528708549316,0.9799056251843771,0.9992413520812988,0.9999361913881184,0.9259259259259259,0.8518518518518519,53,18,0.11945471151881293,0.12066672797298565,0.9876543209876543,0.6722906810900158
contains_target__nl__v3,contains_target,membership_test,nl,3,"Given a list of values and a target, determine whether the target occurs in the list.","Process the values one by one. If the current value equals the target, return true immediately. If the scan finishes without a match, return false.",22,30,29,0,0.0,True,0.42352179604125106,0.16281530261039734,0.49133154824092307,12.282132085196281,0.42699515974414554,0.16301384568214417,0.4960408341472728,12.382859632580221,0.842217029168688,0.9669503569602966,0.9996819167301573,0.6206896551724138,0.3448275862068966,8,4,0.42372693222763963,0.4262021921559998,0.9655172413793104,2.4785563875315746
square_values__nl__v3,square_values,element_transform,nl,3,"Given a list of numbers, create a list containing the square of each element.","Initialize an empty result list. Process each input number, multiply it by itself, and append the product to the result. Produce the result.",20,28,27,0,0.0,True,0.4141852815131036,0.30261173844337463,0.40101786175598403,11.183002600853797,0.4186875592061336,0.30311712622642517,0.4070657964840278,11.304564098565606,0.8425826330979665,0.9297207593917847,0.9996112651295133,0.5925925925925926,0.3333333333333333,6,3,0.31025073343278986,0.3150755626579317,0.9259259259259259,2.415710948539291
group_by_length__python__v3,group_by_length,grouping,python,3,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","def group_by_length(result):
    element = {}
    for x in result:
        entry = len(x)
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",26,47,46,0,0.0,True,0.24238297598657996,0.02593471296131611,0.4723138039754812,11.149616895382678,0.2526985454618546,0.028217732906341553,0.49382810642648634,11.624133091245312,0.9167493542899257,0.9967151582241058,0.9989020046980485,0.8478260869565217,0.6086956521739131,11,9,0.41479714094340225,0.42775131814673334,0.9347826086956522,1.4931616771333327
matrix_contains__nl__v1,matrix_contains,matrix_search,nl,1,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.",Examine every row and every value within each row. Return true as soon as a value equals the target. Return false if the whole matrix is scanned without a match.,22,34,33,0,0.0,True,0.42428401637053786,0.24227750301361084,0.46109865403076217,14.001372540227749,0.4311441942640379,0.24606576561927795,0.4670035271776237,14.22775841071325,0.8585944600177534,0.9534658789634705,0.999406635761261,0.6363636363636364,0.3333333333333333,5,3,0.504820676587542,0.5106115866597634,0.9696969696969697,2.549397557671355
count_even__nl__v3,count_even,parity_count,nl,3,"Given a list of integers, count how many values are even.","Initialize a counter at zero. Process every integer. For any case in which the current value is even, increase the counter by one. Produce the counter after all values are processed.",17,36,35,0,0.0,True,0.5628223802894354,0.546482264995575,0.4185071980295378,19.69878331013024,0.5736012282382165,0.5499510765075684,0.43086164007051825,20.076042988337576,0.7931488922664097,0.8214210867881775,0.9990056531769889,0.37142857142857144,0.14285714285714285,2,2,0.521296945236185,0.5330785374321482,0.9142857142857143,2.830775656448012
fibonacci_nth__nl__v2,fibonacci_nth,fibonacci,nl,2,"Given a nonnegative integer n with F0 equal to zero and F1 equal to one, return Fn iteratively.","Begin with the pair zero and one. Repeat n times, replacing the pair with the second value and the sum of the two values. Output the first value.",28,32,31,0,0.0,True,0.8171479687875798,0.629045844078064,0.693099076641613,25.331587032414973,0.9337183054115984,0.6802537441253662,0.8538962115790482,28.94526746775955,0.7446132677216684,0.8534755706787109,0.9842344599385415,0.3548387096774194,0.16129032258064516,6,2,0.6003894253944357,0.748267826003333,0.9032258064516129,2.082144158939275
count_digits__nl__v3,count_digits,digit_count,nl,3,"Given a positive integer, count its decimal digits.","Initialize a counter at zero. While the number is positive, remove its last digit using integer division by ten and increase the counter by one. Produce the counter.",14,32,31,0,0.0,True,0.26289869575796937,0.06527197360992432,0.3348645304767907,8.14985956849705,0.26582825049709136,0.0655611976981163,0.3403056907079284,8.240675765409833,0.9061072007302315,0.9885023832321167,0.9997304293417162,0.6774193548387096,0.4838709677419355,5,5,0.30401173020266775,0.30912219648986744,0.9354838709677419,2.5390101756611623
count_odd__python__v2,count_odd,parity_count,python,2,"Given a list of integers, count how many values are odd.","def count_odd(current):
    item = 0
    for value in current:
        if value % 2 != 0:
            item += 1
    return item",17,36,35,0,0.0,True,0.2061773084856603,0.013282758183777332,0.38476765798644214,7.216205796998111,0.20786160954344918,0.013287096284329891,0.387900714856761,7.275156334020721,0.9104874082974025,0.9982895851135254,0.9998512744903565,0.7714285714285715,0.7142857142857143,9,9,0.32711211917493904,0.32961494293575766,0.9428571428571428,1.296109001563504
count_equal_neighbors__python__v3,count_equal_neighbors,adjacent_analysis,python,3,"Given a list, count how many adjacent pairs contain equal values.","def count_equal_neighbors(x):
    element = 0
    for entry in range(1, len(x)):
        if x[entry] == x[entry - 1]:
            element += 1
    return element",17,46,45,0,0.0,True,0.23533680769097473,0.03237275034189224,0.3142791659226865,10.590156346093863,0.23956573143012874,0.03251434117555618,0.3189406837419941,10.780457914355793,0.9115060461892022,0.9953387379646301,0.9996359215842353,0.7111111111111111,0.5333333333333333,7,5,0.2991521867754107,0.30023860383120005,0.9555555555555556,1.370389393500995
product_one_to_n__python__v1,product_one_to_n,factorial_product,python,1,"Given a positive integer n, compute the product of all integers from one through n.","def product_one_to_n(n):
    product = 1
    for value in range(1, n + 1):
        product *= value
    return product",21,34,33,0,0.0,True,0.06399491022073728,0.004318006802350283,0.20406660468430637,2.11183203728433,0.06430592620260238,0.004530609119683504,0.20493325217764294,2.1220955646858783,0.9810173132202842,0.9995755553245544,0.9999768047621755,0.9696969696969697,0.8787878787878788,25,13,0.11486651258337588,0.11522748147854145,0.9696969696969697,1.2903954993763695
are_disjoint__python__v1,are_disjoint,set_relation,python,1,"Given two collections, determine whether they have no value in common.","def are_disjoint(first, second):
    for value in first:
        if value in second:
            return False
    return True",17,27,26,0,0.0,True,0.2104036846982266,0.004277678788639605,0.5133630487942725,5.470495802153891,0.21409488954080957,0.004315895959734917,0.5225196218092414,5.566467128061049,0.9256943235030541,0.9995342195034027,0.9996232069455661,0.8846153846153846,0.7307692307692307,16,11,0.2390352005447494,0.2428605127200717,1.0,0.6360274911780266
reverse_integer__python__v3,reverse_integer,numeric_reverse,python,3,"Given a nonnegative integer, reverse the order of its decimal digits.","def reverse_integer(entry):
    x = 0
    while entry > 0:
        element = entry % 10
        x = x * 10 + element
        entry //= 10
    return x",18,48,47,0,0.0,True,0.10884547839671747,0.006282197777181864,0.2947488432648822,5.115737484645721,0.11049420627568221,0.006814137101173401,0.29884406108277284,5.193227694957064,0.9664402153897793,0.9992886185646057,0.99985578465969,0.8936170212765957,0.8085106382978723,19,15,0.21092071901895604,0.21409125212356483,0.9361702127659575,1.2388765685718972
clamp_values__python__v1,clamp_values,bounded_numeric_transform,python,1,"Given a list of numbers and lower and upper bounds, clamp each value into the inclusive interval.","def clamp_values(values, lower, upper):
    result = []
    for value in values:
        if value < lower:
            result.append(lower)
        elif value > upper:
            result.append(upper)
        else:
            result.append(value)
    return result",23,53,52,0,0.0,True,0.13454533968382082,0.0003898827562807128,0.39711808517890385,6.996357663558683,0.13678357321574944,0.0004118850774830207,0.40781984134298205,7.112745807218971,0.9491868340052091,0.9999685287475586,0.999697208404541,0.9038461538461539,0.8461538461538461,37,32,0.2241895956988753,0.22865981661871224,1.0,0.26005394958972816
flatten_lists__python__v2,flatten_lists,flatten_one_level,python,2,"Given a list of lists, flatten exactly one level into a single list.","def flatten_lists(value):
    current = []
    for item in value:
        for output in item:
            current.append(output)
    return current",19,29,28,0,0.0,True,0.16597143561063735,0.005942302756011486,0.40907857751802285,4.647200197097845,0.1680704805109729,0.006034604739397764,0.4132317733548622,4.705973454307241,0.9467249353017125,0.9993226826190948,0.9998013057879039,0.8928571428571429,0.8214285714285714,11,11,0.3054724445111653,0.3095171170086057,0.8928571428571429,2.5764565236414927
reverse_list__python__v2,reverse_list,reverse_sequence,python,2,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(current):
    value = []
    for item in range(len(current) - 1, -1, -1):
        value.append(current[item])
    return value",20,36,35,0,0.0,True,0.11594026487279215,0.002114366041496396,0.23690590041493062,4.057909270547725,0.11678295199536219,0.0021210431586951017,0.23852474304895632,4.0874033198376765,0.967841534955161,0.9997975826263428,0.9999333075114659,0.8571428571428571,0.7428571428571429,17,17,0.21272564413665992,0.21391331686349452,0.9428571428571428,1.3854922889975918
numeric_palindrome__python__v3,numeric_palindrome,numeric_reverse,python,3,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result",19,56,55,0,0.0,True,0.16076591708990898,0.00763735082000494,0.3918835740719399,8.842125439944994,0.1678080208564464,0.007733811624348164,0.41894188958560885,9.22944114710455,0.9495047661391172,0.9991710186004639,0.9990954236550764,0.8545454545454545,0.7818181818181819,17,15,0.2918668269124722,0.30567398998287054,0.9272727272727272,1.774461086908737
invert_unique_map__python__v2,invert_unique_map,dictionary_transform,python,2,"Given a dictionary whose values are unique, return a new dictionary mapping each original value to its original key.","def invert_unique_map(value):
    current = {}
    for item, output in value.items():
        current[output] = item
    return current",25,30,29,0,0.0,True,0.29149519905431903,0.015034740790724754,0.44797974302240906,8.453360772575252,0.29849294411140925,0.01568928360939026,0.4580200583611085,8.656295379230869,0.8840388501512593,0.998146653175354,0.9993748294896093,0.7586206896551724,0.5862068965517241,15,9,0.3037692012304823,0.31109253079921473,0.8620689655172413,2.942168772585319
digit_product__python__v1,digit_product,digit_aggregate,python,1,"Given a positive integer, compute the product of its decimal digits.","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product",17,37,36,0,0.0,True,0.05769722171549331,0.0007291793881449848,0.20704407833320146,2.077099981757759,0.05772954778190357,0.0007577900832984596,0.20711851631852024,2.0782637201485286,0.9784909023178948,0.9999361634254456,0.999997980064816,0.9444444444444444,0.8888888888888888,22,9,0.11567166231932145,0.11571444732815694,1.0,0.8363550800759865
gcd_list__nl__v1,gcd_list,gcd_family,nl,1,"Given a non-empty list of nonnegative integers, compute the greatest common divisor of all values.","Use the first value as the current gcd. For each remaining value, repeatedly apply the Euclidean algorithm to combine it with the current gcd. Return the final gcd.",23,33,32,0,0.0,True,0.5241880856819989,0.49378378689289093,0.47926623467629426,16.774018741823966,0.5340023416465556,0.4944598376750946,0.49772775557933713,17.08807493268978,0.8150332840159535,0.8535857498645782,0.9989157412201166,0.46875,0.3125,5,4,0.4006804890175831,0.4065652371369182,0.875,2.4575151373200015
